ACCOUNT NUMBER,TXN DATE,TXN AMT,CURRENCY,,DESCRIPTION,ID
28399826,01/07/2013,28.26,GBP,92272.72,VODAFONE LIMITED ,366
28399826,01/07/2013,36.83,GBP,92300.98,VODAFONE LIMITED ,367
28399826,01/07/2013,26.02,GBP,92337.81,VODAFONE LIMITED ,368
28399826,09/07/2013,22.11,GBP,92363.83,PAYPAL/000980020230994,369
28399826,09/07/2013,-286.85,GBP,92385.94,PAYPAL/000980020227990,370
28399826,08/08/2013,-6.00,GBP,92099.09,NEXT/24120672,371
28399826,09/08/2013,-118.66,GBP,92093.09,NEXT DIRECTORY,372
28399826,23/08/2013,-186.56,GBP,91974.43,APPLE/206996000200925,373
28399826,27/08/2013,868.60,GBP,91787.87,VODAFONE LIMITED ,374
28399826,30/08/2013,-188.50,GBP,92656.47,APPLE/206996000200925,375
28399830,16/05/2013,283.88,GBP,92467.97,NEW/09233341,376
28399830,22/05/2013,1332.22,GBP,92751.85,NEW LOOK INTERNET,377
28399830,17/06/2013,218.50,GBP,94084.07,AMAZON/057193000156182,378
28399830,17/06/2013,100.00,GBP,94302.57,AMAZON/057193000156182,379
28399830,17/06/2013,-560.08,GBP,94402.57,AMAZON/057193000156182,380
28399830,18/06/2013,-60.21,GBP,93842.49,Amazon *Mktplce EU-UK,381
28399830,18/06/2013,-165.25,GBP,93782.28,Amazon *Mktplce EU-UK,382
28399830,18/06/2013,-225.00,GBP,93617.03,Amazon *Mktplce EU-UK,383
28399830,05/07/2013,85.00,GBP,93392.03,CASH CHARGE,384
28399830,05/08/2013,-2500.00,GBP,93477.03,JD/8751968,385
28399830,05/08/2013,-268.30,GBP,90977.03,JD SPORTS INTERNET,386
28400648,11/04/2013,3180.00,GBP,90708.73,SONY/39339433,387
28400648,11/04/2013,65.58,GBP,93888.73,SONY/39339433,388
28400648,11/04/2013,-30.00,GBP,93954.31,SONY/39339433,389
28400648,11/04/2013,10.00,GBP,93924.31,SONY/39339433,390
28400648,12/04/2013,-235.36,GBP,93934.31,SONY/39339433,391
28400648,12/04/2013,-28.20,GBP,93698.95,SONY ENT NETWORK,392
28400648,12/04/2013,-66.50,GBP,93670.75,SONY ENT NETWORK,393
28400648,15/04/2013,-2262.86,GBP,93604.25,SONY ENT NETWORK,394
28400648,07/05/2013,2855.23,GBP,91341.39,HMRC - NI DD     REST,395
28400648,07/05/2013,-2202.20,GBP,94196.62,VUE BSL LTD,396
28400648,14/05/2013,-52.80,GBP,91994.42,SONY/39339433,397
28400648,15/05/2013,-518.00,GBP,91941.62,SONY ENT NETWORK,398
28400648,20/05/2013,-250.56,GBP,91423.62,SONY/39339433,399
28400648,20/05/2013,-26.36,GBP,91173.06,SONY ENT NETWORK,400
28400648,17/07/2013,-3.68,GBP,91146.70,FDR POS TERM RENT,401
28400849,02/04/2013,-100.83,GBP,91143.02,Amazon *Mktplce EU-UK,402
28400849,16/04/2013,-5.80,GBP,91042.19,AMAZON/057193000156182,403
28400849,18/04/2013,50.66,GBP,91036.39,Amazon *Mktplce EU-UK,404
28400849,19/04/2013,683.56,GBP,91087.05,AMAZON/057186000156182,405
28400849,22/04/2013,-230.00,GBP,91770.61,Amazon EU,406
28400849,24/04/2013,6628.32,GBP,91540.61,BOOKIT/ODEON,407
28400849,24/04/2013,12.00,GBP,98168.93,APPLE/206996000200925,408
28400849,25/04/2013,313.83,GBP,98180.93,VODAFONE LIMITED ,409
28400849,26/04/2013,21.20,GBP,98494.76,ODEON/BOOKIT,410
28400849,29/04/2013,-503.18,GBP,98515.96,O2,411
28400849,01/05/2013,-881.30,GBP,98012.78,APPLE/206996000200925,412
28400849,02/05/2013,-828.51,GBP,97131.48,VODAFONE LIMITED ,413
28400849,14/05/2013,5000.00,GBP,96302.97,NORTON/168268000572909,414
28400849,15/05/2013,6662.88,GBP,101302.97,NORTON ANNUAL RENEWAL,415
28400849,16/05/2013,1830.68,GBP,107965.85,AMAZON/057193000156182,416
28400849,20/05/2013,120.00,GBP,109796.53,Amazon *Mktplce EU-UK,417
28400849,20/05/2013,23383.56,GBP,109916.53,BT GROUP PLC  ,418
28400849,20/05/2013,-168.26,GBP,133300.09,NEW/09233341,419
28400849,24/05/2013,5.00,GBP,133131.83,NEW LOOK INTERNET,420
28400849,28/05/2013,-2061.60,GBP,133136.83,NORTON ANNUAL RENEWAL,421
28400849,28/05/2013,6583.20,GBP,131075.23,ODEON/BOOKIT,422
28400849,28/05/2013,3283.00,GBP,137658.43,BOOKIT/ODEON,423
28400849,29/05/2013,1000.00,GBP,140941.43,SPORTSDIRECT.COM,424
28400849,31/05/2013,-182.65,GBP,141941.43,Amazon Digital Dwnlds,425
28400849,31/05/2013,-28.52,GBP,141758.78,AMAZON/057183000156182,426
28400849,31/05/2013,-2232.62,GBP,141730.26,AMAZON/057183000156182,427
28400849,03/06/2013,50.00,GBP,139497.64,Amazon Digital Dwnlds,428
28400849,03/06/2013,-100.00,GBP,139547.64,LIDL UK,429
28400849,04/06/2013,-150.00,GBP,139447.64,Amazon Digital Dwnlds,430
28400849,04/06/2013,-585.00,GBP,139297.64,AMAZON/057183000156182,431
28400849,13/06/2013,-36281.13,GBP,138712.64,SPORTSDIRECT.COM,432
28400849,14/06/2013,-208.68,GBP,102431.51,NEW/09233341,433
28400849,17/06/2013,-81.20,GBP,102222.83,NEW LOOK INTERNET,434
28400849,17/06/2013,-26.36,GBP,102141.63,NEW/09233341,435
28400849,17/06/2013,-683.08,GBP,102115.27,AMAZON/057193000156182,436
28400849,18/06/2013,-223.68,GBP,101432.19,POST OFFICE COUNTER,437
28400849,18/06/2013,665.88,GBP,101208.51,Amazon *Mktplce EU-UK,438
28400849,19/06/2013,-850.00,GBP,101874.39,NEW LOOK INTERNET,439
28400849,21/06/2013,-322.18,GBP,101024.39,NEW LOOK INTERNET,440
28400849,09/07/2013,-500.00,GBP,100702.21,BT DIRECT DEBITS ,441
28400849,15/07/2013,1015.00,GBP,100202.21,AMAZON/057193000156182,442
28400849,15/07/2013,120.00,GBP,101217.21,AMAZON/057193000156182,443
28400849,15/07/2013,525.00,GBP,101337.21,AMAZON/057193000156182,444
28400849,15/07/2013,-10.00,GBP,101862.21,AMAZON/057193000156182,445
28400849,15/07/2013,-1000.00,GBP,101852.21,AMAZON/057193000156182,446
28400849,15/07/2013,-150.00,GBP,100852.21,AMAZON/057193000156182,447
28400849,16/07/2013,13281.66,GBP,100702.21,Amazon *Mktplce EU-UK,448
28400849,16/07/2013,150.00,GBP,113983.87,Amazon *Mktplce EU-UK,449
28400849,16/07/2013,286.62,GBP,114133.87,Amazon *Mktplce EU-UK,450
28400849,16/07/2013,83.00,GBP,114420.49,Amazon *Mktplce EU-UK,451
28400849,16/07/2013,-682.62,GBP,114503.49,Amazon *Mktplce EU-UK,452
28400849,16/07/2013,130.00,GBP,113820.87,AMAZON/057193000156182,453
28400849,16/07/2013,5.00,GBP,113950.87,AMAZON/057193000156182,454
28400849,16/07/2013,-251.62,GBP,113955.87,AMAZON/057193000156182,455
28400849,16/07/2013,1158.88,GBP,113704.25,AMAZON/057193000156182,456
28400849,17/07/2013,252.00,GBP,114863.13,Amazon *Mktplce EU-UK,457
28400849,17/07/2013,6830.00,GBP,115115.13,Amazon *Mktplce EU-UK,458
28400849,17/07/2013,288.22,GBP,121945.13,Amazon *Mktplce EU-UK,459
28400849,17/07/2013,-1062.32,GBP,122233.35,Amazon *Mktplce EU-UK,460
28400849,18/07/2013,-166500.00,GBP,121171.03,Amazon *Mktplce EU-UK,461
28400849,18/07/2013,-108.56,GBP,-45328.97,Amazon *Mktplce EU-UK,462
28400849,19/07/2013,-86.65,GBP,-45437.53,Amazon *Mktplce EU-UK,463
28400849,22/07/2013,-11552.62,GBP,-45524.18,AMAZON/057193000156182,464
28400849,24/07/2013,-2026.22,GBP,-57076.80,Amazon *Mktplce EU-UK,465
28400849,29/07/2013,112.08,GBP,-59103.02,SPORTSDIRECT.COM,466
28400849,29/07/2013,288.00,GBP,-58990.94,APPLE/206996000200925,467
28400849,29/07/2013,-263.62,GBP,-58702.94,AMAZON/057193000156182,468
28400849,29/07/2013,-116.06,GBP,-58966.56,BT GROUP PLC  ,469
28400849,30/07/2013,250.88,GBP,-59082.62,Amazon *Mktplce EU-UK,470
28400849,05/08/2013,2600.00,GBP,-58831.74,VODAFONE LIMITED ,471
28400849,05/08/2013,112.08,GBP,-56231.74,APPLE/206996000200925,472
28400849,08/08/2013,-550.00,GBP,-56119.66,SAINSBURYS PETROL,473
28400849,12/08/2013,-600.00,GBP,-56669.66,NEW/09233341,474
28400849,14/08/2013,-203.16,GBP,-57269.66,NEW LOOK INTERNET,475
28400849,19/08/2013,28.80,GBP,-57472.82,PAYPAL/000980020230994,476
28400849,22/08/2013,-1863.00,GBP,-57444.02,SAINSBURYS PETROL,477
28400849,23/08/2013,-800.00,GBP,-59307.02,AMAZON/057193000156182,478
28400849,23/08/2013,-33.58,GBP,-60107.02,AMAZON/057193000156182,479
28400849,27/08/2013,-1300.00,GBP,-60140.60,Amazon *Mktplce EU-UK,480
28400849,27/08/2013,800.00,GBP,-61440.60,Amazon *Mktplce EU-UK,481
28493689,08/04/2013,-1260.00,GBP,-60640.60,02/4840575,482
28493689,09/04/2013,1333.25,GBP,-61900.60,02 UK,483
28493689,20/05/2013,260.00,GBP,-60567.35,O2/3581816,484
28493689,20/05/2013,-383.00,GBP,-60307.35,02 UK,485
28493689,09/08/2013,-2300.00,GBP,-60690.35,02/4840575,486
28493689,12/08/2013,-202.00,GBP,-62990.35,SONY/39339433,487
28493689,12/08/2013,120.00,GBP,-63192.35,SONY/39339433,488
28493689,12/08/2013,86.88,GBP,-63072.35,SONY/39339433,489
28493689,12/08/2013,-818.26,GBP,-62985.47,02 UK,490
28493689,13/08/2013,-826.00,GBP,-63803.73,SONY ENT NETWORK,491
28493689,13/08/2013,-125.20,GBP,-64629.73,SONY ENT NETWORK,492
28493689,24/04/2013,1200.00,GBP,-64754.93,PREMIUM CREDIT LTD,493
28493689,29/04/2013,-55.00,GBP,-63554.93,SAINSBURYS S/MKTS,494
28493689,29/04/2013,-11582.83,GBP,-63609.93,H&M,495
28493689,29/04/2013,1.00,GBP,-75192.76,Deichmann Shoes,496
28493689,29/04/2013,156.00,GBP,-75191.76,THE PERFUME SHOP,497
28493689,13/05/2013,-550.22,GBP,-75035.76,MORTGAGE EXPRESS,498
28493689,15/05/2013,5.00,GBP,-75585.98,SAINSBURY'S S/MKT,499
28493689,15/05/2013,15.88,GBP,-75580.98,SAINSBURY'S S/MKT,500
28493689,16/05/2013,2323.83,GBP,-75565.10,AMAZON/057193000156182,501
28493689,16/05/2013,88526.05,GBP,-73241.27,AMAZON/057193000156182,502
28493689,16/05/2013,-20.00,GBP,15284.78,AMAZON/057186000156182,503
28493689,17/05/2013,1600.00,GBP,15264.78,Amazon *Mktplce EU-UK,504
28493689,17/05/2013,-86.68,GBP,16864.78,Amazon EU,505
28493689,20/05/2013,-2220.86,GBP,16778.10,Amazon *Mktplce EU-UK,506
28493689,20/05/2013,-166.31,GBP,14557.24,SAINSBURYS S/MKTS,507
28493689,22/05/2013,800.00,GBP,14390.93,SAINSBURY'S S/MKT,508
28493689,23/05/2013,-162.12,GBP,15190.93,SAINSBURYS S/MKTS,509
28493689,24/05/2013,533.00,GBP,15028.81,SAINSBURYS S/MKTS,510
28493689,28/05/2013,-853.13,GBP,15561.81,PREMIUM CREDIT LTD,511
28493689,28/05/2013,620.00,GBP,14708.68,PREMIUM CREDIT LTD,512
28493689,29/05/2013,365.00,GBP,15328.68,SAINSBURYS S/MKTS,513
28493689,29/05/2013,5268.85,GBP,15693.68,SAINSBURYS S/MKTS,514
28493689,30/05/2013,-818.30,GBP,20962.53,VUE BSL LTD,515
28493689,30/05/2013,55.00,GBP,20144.23,VUE BSL LTD,516
28493689,30/05/2013,650.00,GBP,20199.23,SAINSBURYS S/MKTS,517
28493689,30/05/2013,-263.63,GBP,20849.23,SAINSBURYS S/MKTS,518
28493689,03/06/2013,68606.00,GBP,20585.60,SAINSBURYS S/MKTS,519
28493689,05/06/2013,-260.00,GBP,89191.60,KFC,520
28493689,07/06/2013,-352.85,GBP,88931.60,SAINSBURYS S/MKTS,521
28493689,02/07/2013,855.00,GBP,88578.75,SAINSBURYS S/MKTS,522
28493689,29/07/2013,-28.30,GBP,89433.75,SAINSBURYS S/MKTS,523
28493689,29/08/2013,-25.20,GBP,89405.45,B&M RETAIL LTD,524
28493689,30/08/2013,-50.21,GBP,89380.25,H&M,525
28493689,30/08/2013,-2500.00,GBP,89330.04,ARGOS,526
28587802,02/04/2013,208.50,GBP,86830.04,MSFT/000311020007887,527
28587802,02/04/2013,22560.00,GBP,87038.54,MSFT/000311020007887,528
28587802,02/04/2013,-223.22,GBP,109598.54,FDR POS TERM RENT,529
28587802,02/04/2013,-101.26,GBP,109375.32,FDR POS TERM RENT,530
28587802,09/04/2013,-121.22,GBP,109274.06,MSFT/000311020007887,531
28587802,10/04/2013,6668.50,GBP,109152.84,FDR POS TERM RENT,532
28587802,15/04/2013,-13861.82,GBP,115821.34,MSFT/000311020007887,533
28587802,15/04/2013,835.30,GBP,101959.52,MSFT/000311020007887,534
28587802,16/04/2013,83.00,GBP,102794.82,FDR POS TERM RENT,535
28587802,16/04/2013,250.00,GBP,102877.82,FDR POS TERM RENT,536
28587802,22/04/2013,1122.60,GBP,103127.82,MSFT/000311020007887,537
28587802,22/04/2013,-2500.00,GBP,104250.42,MSFT/000311020007887,538
28587802,22/04/2013,602.00,GBP,101750.42,FDR POS TERM RENT,539
28587802,23/04/2013,5858.63,GBP,102352.42,CARPHONE/4544409,540
28587802,23/04/2013,-85000.00,GBP,108211.05,FDR POS TERM RENT,541
28587802,03/05/2013,10000.00,GBP,23211.05,MSFT/000311020007887,542
28587802,03/05/2013,283.20,GBP,33211.05,MSFT/000311020007887,543
28587802,03/05/2013,150.00,GBP,33494.25,MSFT/000311020007887,544
28587802,03/05/2013,1800.00,GBP,33644.25,MSFT/000311020007887,545
28587802,07/05/2013,638.35,GBP,35444.25,FDR POS TERM RENT,546
28587802,07/05/2013,-2566.21,GBP,36082.60,FDR POS TERM RENT,547
28587802,07/05/2013,265.68,GBP,33516.39,FDR POS TERM RENT,548
28587802,07/05/2013,260.00,GBP,33782.07,FDR POS TERM RENT,549
28587802,14/05/2013,600.00,GBP,34042.07,02/88314631,550
28587802,14/05/2013,103.25,GBP,34642.07,LOVEFILM.COM/195133000156,551
28587802,14/05/2013,55352.18,GBP,34745.32,MSFT/000311020007887,552
28587802,15/05/2013,1321.15,GBP,90097.50,02 ONLINE,553
28587802,16/05/2013,2252.88,GBP,91418.65,MSFT/000311020007887,554
28587802,16/05/2013,-288.02,GBP,93671.53,FDR POS TERM RENT,555
28587802,17/05/2013,-33.00,GBP,93383.51,MSFT/000311020007887,556
28587802,20/05/2013,12806.21,GBP,93350.51,MSFT/000311020007887,557
28587802,20/05/2013,-1100.65,GBP,106156.72,MSFT/000311020007887,558
28587802,20/05/2013,-2661.56,GBP,105056.07,MSFT/000311020007887,559
28587802,20/05/2013,-2126.58,GBP,102394.51,MSFT/000311020007887,560
28587802,20/05/2013,-682.21,GBP,100267.93,FDR POS TERM RENT,561
28587802,21/05/2013,-338.22,GBP,99585.72,FDR POS TERM RENT,562
28587802,21/05/2013,-262.18,GBP,99247.50,FDR POS TERM RENT,563
28587802,21/05/2013,205.00,GBP,98985.32,FDR POS TERM RENT,564
28587802,21/05/2013,-8105.68,GBP,99190.32,FDR POS TERM RENT,565
28587802,22/05/2013,81.66,GBP,91084.64,MSFT/000311020007887,566
28587802,22/05/2013,-1518.60,GBP,91166.30,MSFT/000311020007887,567
28587802,23/05/2013,-65.68,GBP,89647.70,MSFT/000311020007887,568
28587802,23/05/2013,-886.60,GBP,89582.02,MSFT/000311020007887,569
28587802,23/05/2013,-88.00,GBP,88695.42,FDR POS TERM RENT,570
28587802,24/05/2013,-53.25,GBP,88607.42,MSFT/000311020007887,571
28587802,24/05/2013,-222.15,GBP,88554.17,FDR POS TERM RENT,572
28587802,28/05/2013,-8.58,GBP,88332.02,MSFT/000311020007887,573
28587802,28/05/2013,-181.66,GBP,88323.44,FDR POS TERM RENT,574
28587802,28/05/2013,-166.83,GBP,88141.78,FDR POS TERM RENT,575
28587802,28/05/2013,-286.03,GBP,87974.95,FDR POS TERM RENT,576
28587802,03/06/2013,-1222.33,GBP,87688.92,MSFT/000311020007887,577
28587802,04/06/2013,630.22,GBP,86466.59,FDR POS TERM RENT,578
28587802,05/06/2013,5.00,GBP,87096.81,MSFT/000311020007887,579
28587802,06/06/2013,16.50,GBP,87101.81,MSFT/000311020007887,580
28587802,07/06/2013,-50.00,GBP,87118.31,FDR POS TERM RENT,581
28587802,10/06/2013,-22.00,GBP,87068.31,MSFT/000311020007887,582
28587802,10/06/2013,-820.83,GBP,87046.31,FDR POS TERM RENT,583
28587802,12/06/2013,-216.52,GBP,86225.48,FDR POS TERM RENT,584
28587802,17/06/2013,-5626.21,GBP,86008.96,MSFT/000311020007887,585
28587802,17/06/2013,-222.80,GBP,80382.75,MSFT/000311020007887,586
28587802,18/06/2013,-185.21,GBP,80159.95,FDR POS TERM RENT,587
28587802,19/06/2013,561.16,GBP,79974.74,FDR POS TERM RENT,588
28587802,27/06/2013,-5352.61,GBP,80535.90,MSFT/000311020007887,589
28587802,28/06/2013,-21.26,GBP,75183.29,FDR POS TERM RENT,590
28587802,05/07/2013,-885.66,GBP,75162.03,SWINTON/5734843,591
28587802,08/07/2013,-321.06,GBP,74276.37,SWINTON,592
28587802,15/08/2013,-3555.68,GBP,73955.31,MSFT/000311020007887,593
28587802,22/08/2013,-162.68,GBP,70399.63,MSFT/000311020007887,594
28587802,27/08/2013,-226.86,GBP,70236.95,FDR POS TERM RENT,595
28587802,30/08/2013,800.00,GBP,70010.09,APPLE/206996000200925,596
28587802,30/08/2013,-20.00,GBP,70810.09,THREE-MAIDENHEAD/07910531,597
28682740,03/04/2013,50.00,GBP,70790.09,O2UK/6284368,598
28682740,05/04/2013,-210.00,GBP,70840.09,O2 UK PAY & GO,599
28682740,29/04/2013,6600.00,GBP,70630.09,O2UK/6284368,600
28682740,30/04/2013,20000.00,GBP,77230.09,O2 UK PAY & GO,601
28682740,27/06/2013,-351.20,GBP,97230.09,O2UK/6284368,602
28682740,28/06/2013,26.80,GBP,96878.89,O2 UK PAY & GO,603
28682740,27/08/2013,-1816.21,GBP,96905.69,O2UK/6284368,604
28682740,28/08/2013,62525.00,GBP,95089.48,O2 UK PAY & GO,605
28682942,23/05/2013,260.25,GBP,157614.48,ODEON,606
28682942,30/05/2013,-62.00,GBP,157874.73,ODEON,607
28682942,03/06/2013,1583.00,GBP,157812.73,HMRC - NI DD    ,608
28682942,08/08/2013,50.00,GBP,159395.73,HMRC - NI DD    ,609
28786251,18/07/2013,-161.10,GBP,159445.73,E.ON      ,610
28786251,21/08/2013,23.00,GBP,159284.63,VUE BSL LTD,611
28888826,05/08/2013,-1260.00,GBP,159307.63,SELFSERVE TICKET,612
28888826,05/08/2013,10.00,GBP,158047.63,CEX,613
28888826,29/08/2013,316.63,GBP,158057.63,LOVEFILM.COM/195133000156,614
29074693,02/04/2013,-6500.00,GBP,158374.26,BT DIRECT DEBITS ,615
29074693,12/04/2013,85.33,GBP,151874.26,LITTLEWOODS/41857633,616
29074693,12/04/2013,5300.00,GBP,151959.59,PAYPAL/000980020293992,617
29074693,12/04/2013,-1505.36,GBP,157259.59,PAYPAL/000980020293992,618
29074693,15/04/2013,-2000.00,GBP,155754.23,PAYPAL/000980020293992,619
29074693,15/04/2013,10000.00,GBP,153754.23,LITTLEWOODS.COM,620
29074693,10/05/2013,-108.00,GBP,163754.23,LITTLEWOODS/41857633,621
29074693,13/05/2013,-268.00,GBP,163646.23,LITTLEWOODS.COM,622
29074693,13/05/2013,-183.00,GBP,163378.23,BODYCARE,623
29074693,13/05/2013,-120.00,GBP,163195.23,MATALAN RETAIL LTD,624
29074693,13/05/2013,-135.00,GBP,163075.23,SKY/7688914,625
29074693,13/05/2013,-85.35,GBP,162940.23,BT DIRECT DEBITS ,626
29074693,13/05/2013,-662.86,GBP,162854.88,BT GROUP PLC  ,627
29074693,14/05/2013,130.00,GBP,162192.02,BT DIRECT DEBITS ,628
29074693,17/05/2013,10.00,GBP,162322.02,BT DIRECT DEBITS ,629
29074693,20/05/2013,-21.81,GBP,162332.02,HMRC - NI DD     REST,630
29074693,22/05/2013,-608.28,GBP,162310.21,SPOTIFYSUBS/62937180,631
29074693,24/05/2013,2222.08,GBP,161701.93,O2/5519855,632
29074693,24/05/2013,-20.00,GBP,163924.01,PAYPAL/000980020293992,633
29074693,28/05/2013,-30.83,GBP,163904.01,O2 UK,634
29074693,28/05/2013,-8.50,GBP,163873.18,SKY/7686207,635
29074693,28/05/2013,-88.28,GBP,163864.68,BT DIRECT DEBITS ,636
29074693,28/05/2013,25.00,GBP,163776.40,BT GROUP PLC  ,637
29074693,29/05/2013,-521.00,GBP,163801.40,HERON FOODS LTD,638
29074693,07/06/2013,-862.00,GBP,163280.40,LITTLEWOODS/41857633,639
29074693,10/06/2013,-180.00,GBP,162418.40,ARGOS LTD,640
29074693,10/06/2013,1820.00,GBP,162238.40,BT DIRECT DEBITS ,641
29074693,10/06/2013,-86.68,GBP,164058.40,LITTLEWOODS.COM,642
29074693,17/06/2013,-326.83,GBP,163971.72,BT DIRECT DEBITS ,643
29074693,23/08/2013,-103.62,GBP,163644.89,SKY/7686207,644
29074693,27/08/2013,-266.22,GBP,163541.27,BT GROUP PLC  ,645
29074693,27/08/2013,-1682.35,GBP,163275.05,BT GROUP PLC  ,646
29074693,27/08/2013,-3018.08,GBP,161592.70,BT DIRECT DEBITS ,647
29074693,27/08/2013,-62.83,GBP,158574.62,BT DIRECT DEBITS ,648
29074693,30/08/2013,-82.68,GBP,158511.79,LITTLEWOODS/41857633,649
29171626,03/07/2013,-166.86,GBP,158429.11,APPLE/206996000200925,650
29171626,09/07/2013,-520.15,GBP,158262.25,FDR POS TERM RENT,651
29171626,10/07/2013,-225.31,GBP,157742.10,FDR POS TERM RENT,652
29171626,10/07/2013,-2281.05,GBP,157516.79,FDR POS TERM RENT,653
29171626,10/07/2013,-863.81,GBP,155235.74,SUPERDRUG STORES PLC,654
29171626,10/07/2013,-585.63,GBP,154371.93,APPLE/206996000200925,655
29171626,12/07/2013,-252.86,GBP,153786.30,VODAFONE LIMITED ,656
29171626,15/07/2013,-88.86,GBP,153533.44,WELCOME BREAK STARBUCK,657
29171626,16/07/2013,-112.28,GBP,153444.58,SUBWAY,658
29171626,17/07/2013,-115.36,GBP,153332.30,B&M RETAIL,659
29171626,22/07/2013,-6.53,GBP,153216.94,NEW LOOK,660
29171626,22/07/2013,-18.82,GBP,153210.41,O2/TOPMAN,661
29171626,22/07/2013,-18.68,GBP,153191.59,TOPMAN/O2,662
29171626,23/07/2013,-81.88,GBP,153172.91,TOPMAN/O2,663
29171626,23/07/2013,-162.22,GBP,153091.03,O2,664
29171626,24/07/2013,-22.30,GBP,152928.81,HMRC - NI DD     RESTAURANT,665
29171626,24/07/2013,-65.23,GBP,152906.51,O2/TOPMAN,666
29171626,25/07/2013,-28.30,GBP,152841.28,O2,667
29171626,29/07/2013,-88.10,GBP,152812.98,PEACOCK STORES LTD,668
29171626,30/07/2013,-33.56,GBP,152724.88,HMRC - NI DD     REST.,669
29171626,31/07/2013,-82.28,GBP,152691.32,SUBWAY,670
29171626,31/07/2013,-313.22,GBP,152609.04,SUPERDRUG STORES PLC,671
29171626,01/08/2013,-3082.80,GBP,152295.82,FDR POS TERM RENT,672
29171626,01/08/2013,1186.00,GBP,149213.02,E.ON      ,673
29171626,05/08/2013,-232.36,GBP,150399.02,APPLE/206996000200925,674
29171626,05/08/2013,-80000.00,GBP,150166.66,E.ON      ,675
29171626,06/08/2013,600.00,GBP,70166.66,VODAFONE LIMITED ,676
29171626,12/08/2013,-122.00,GBP,70766.66,SUBWAY,677
29171626,16/08/2013,150.61,GBP,70644.66,APPLE/206996000200925,678
29171626,19/08/2013,-10.00,GBP,70795.27,SUBWAY,679
29171626,27/08/2013,638.60,GBP,70785.27,APPLE/206996000200925,680
29171626,27/08/2013,26.10,GBP,71423.87,VODAFONE LIMITED ,681
29317383,02/04/2013,1221.88,GBP,71449.97,SAINSBURYS S/MKTS,682
29317383,15/04/2013,8.16,GBP,72671.85,PAYPAL/000980200104993,683
29317383,15/04/2013,5.00,GBP,72680.01,PAYPAL/000980200119991,684
29317383,29/04/2013,500.00,GBP,72685.01,GOOGLE/188796000020254,685
29317383,29/04/2013,2.62,GBP,73185.01,PAYPAL/000980200119991,686
29317383,07/05/2013,158.20,GBP,73187.63,SAINSBURYS LOCAL,687
29317383,07/05/2013,-266.28,GBP,73345.83,HMRC - NI DD     REST,688
29317383,08/05/2013,-1185.86,GBP,73079.55,HMRC - NI DD     REST,689
29317383,03/06/2013,166.21,GBP,71893.69,MORTGAGE EXPRESS,690
29317383,04/07/2013,-161.20,GBP,72059.90,MSFT/000311020007887,691
29317383,04/07/2013,-68.30,GBP,71898.70,PAYPAL/000980020227990,692
29317383,04/07/2013,-60.00,GBP,71830.40,PAYPAL/000980020227990,693
29317383,04/07/2013,-65.00,GBP,71770.40,PAYPAL/,694
29317383,04/07/2013,-12.83,GBP,71705.40,PAYPAL/000980020230994,695
29317383,04/07/2013,-32.66,GBP,71692.57,PAYPAL/000980020227990,696
29317383,04/07/2013,-26.38,GBP,71659.91,PAYPAL/000980200117995,697
29317383,04/07/2013,-56.30,GBP,71633.53,PAYPAL/000980200119991,698
29317383,04/07/2013,-265.00,GBP,71577.23,PAYPAL/000980020227990,699
29317383,04/07/2013,-55.00,GBP,71312.23,PAYPAL/000980020227990,700
29317383,04/07/2013,-66.82,GBP,71257.23,PM/01)/ORANGE (A,701
29317383,04/07/2013,-28.60,GBP,71190.41,PAYPAL/000980020227990,702
29317383,04/07/2013,-265.50,GBP,71161.81,PAYPAL/000980020227990,703
29317383,04/07/2013,-222.23,GBP,70896.31,PAYPAL/000980200119991,704
29317383,04/07/2013,-60.00,GBP,70674.08,PAYPAL/000980200117995,705
29317383,04/07/2013,-256.38,GBP,70614.08,PAYPAL/,706
29317383,04/07/2013,-122.25,GBP,70357.70,PAYPAL/000980020227990,707
29317383,04/07/2013,-20.85,GBP,70235.45,PAYPAL/,708
29317383,04/07/2013,-122.20,GBP,70214.60,PAYPAL/000980200119991,709
29317383,04/07/2013,-18.00,GBP,70092.40,PAYPAL/000980200119991,710
29317383,04/07/2013,-106.63,GBP,70074.40,PAYPAL/000980020230994,711
29317383,04/07/2013,-18.86,GBP,69967.77,PAYPAL/000980200119991,712
29317383,04/07/2013,-12.00,GBP,69948.91,PAYPAL/000980200119991,713
29317383,05/07/2013,-22.62,GBP,69936.91,WILKINSON,714
29317383,05/07/2013,-123.12,GBP,69914.29,WILKINSON,715
29317383,05/07/2013,-82.22,GBP,69791.17,SAINSBURYS 0000000000000,716
29317383,05/07/2013,-55.26,GBP,69708.95,ORANGE (A/PM/01),717
29317383,05/07/2013,-21.00,GBP,69653.69,CURRYS SUPERSTORE,718
29317383,05/07/2013,-85.03,GBP,69632.69,THETRAINLINE.COM/54986471,719
29317383,05/07/2013,-188.62,GBP,69547.66,PAYPAL/000980200119991,720
29317383,08/07/2013,-26.66,GBP,69359.04,FDR POS TERM RENT,721
29317383,08/07/2013,-22.81,GBP,69332.38,THETRAINLINE.COM,722
29317383,08/07/2013,-63.80,GBP,69309.57,PAYPAL/000980020227990,723
29317383,15/07/2013,-22.82,GBP,69245.77,SAINSBURYS LOCAL,724
